platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info
325;727;2031-09-25;205,38;Supply Chain Analytics;2024-12-19;Digital Marketing Analyst;specialization;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
128;963;2025-04-20;426,28;Agile and Scrum Fundamentals;2021-06-30;Project Management Certificate;professional;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
271;424;2026-01-17;65,82;Risk Management Essentials;2025-07-09;Cloud Fundamentals Certificate;completion;;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
491;809;2021-10-25;623,23;Industrial IoT Fundamentals;2021-06-03;Financial Modeling Certificate;professional;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
437;577;2022-10-31;687,33;Data Analysis Fundamentals;2022-08-28;Supply Chain Analytics Certificate;advanced;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
39;332;2029-06-29;92,26;Customer Experience Analytics;2024-07-14;Excel Professional Certificate;completion;22,0;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
495;447;2025-09-30;206,74;Process Improvement Techniques;2021-11-10;Digital Marketing Analyst;specialization;148,0;"Prepares students to improve processes using structured methods; requires analytical thinking."
272;353;2032-01-24;37,27;HR Analytics;2025-01-22;Database Foundations Certificate;completion;132,0;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
424;848;2029-05-24;1084,11;AI Tools for Productivity;2022-05-31;Machine Learning Foundations Certificate;advanced;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
28;68;2025-05-31;1128,96;Database Design Principles;2023-04-01;Machine Learning Foundations Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
221;13;2025-10-29;104,5;Digital Marketing Analytics;2025-07-31;Database Foundations Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
66;187;2024-06-14;141,93;Cloud Computing Basics;2023-07-08;Digital Marketing Analyst;specialization;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
97;567;2028-02-12;225,77;Digital Marketing Analytics;2024-01-13;Digital Marketing Analyst;specialization;8,0;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
385;232;2028-10-14;66,4;Cybersecurity Awareness;2026-02-06;Excel Professional Certificate;completion;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
250;92;2023-04-03;120,0;Cloud Computing Basics;2022-09-20;Excel Professional Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
277;908;2032-04-04;851,22;Data Analysis Fundamentals;2025-09-07;Machine Learning Foundations Certificate;advanced;1,0;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
307;214;2027-06-07;358,92;Excel for Professionals;2024-07-30;Agile Practitioner Certificate;professional;13,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
185;689;2024-08-14;637,93;Data Visualization with Power BI;2024-08-01;Financial Modeling Certificate;professional;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
425;981;2028-02-12;900,0;Information Security Foundations;2025-05-24;Data Professional;professional;;"Prepares students to understand core information security principles; requires no prior security certification."
290;452;2031-01-16;106,42;Customer Experience Analytics;2025-02-12;Excel Professional Certificate;completion;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
101;525;2026-05-07;88,25;HR Analytics;2025-04-14;Cybersecurity Awareness Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
431;871;2027-09-12;312,44;Machine Learning Basics;2025-09-18;HR Analytics Certificate;specialization;189,0;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
406;967;2025-03-29;128,87;Python for Business Analytics;2023-10-20;Digital Marketing Analyst;specialization;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
459;286;2029-07-13;287,57;Industrial IoT Fundamentals;2023-04-22;Business Intelligence Specialist;specialization;161,0;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
202;340;2024-08-20;957,9;Customer Experience Analytics;2021-06-02;Operations Excellence Certificate;advanced;112,0;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
202;340;2024-08-20;851,01;Data Analysis Fundamentals;2021-06-02;Operations Excellence Certificate;advanced;121,0;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
282;737;2024-08-30;1152,72;Digital Marketing Analytics;2022-11-06;Supply Chain Analytics Certificate;advanced;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
7;174;2030-08-13;540,65;Python for Business Analytics;2022-11-10;Agile Practitioner Certificate;professional;62,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
410;777;2025-10-07;791,08;Business Communication Skills;2024-04-30;Supply Chain Analytics Certificate;advanced;;"Prepares students to communicate clearly in professional environments; requires no technical background."
346;27;2031-09-09;409,99;Database Design Principles;2023-04-30;Digital Marketing Analyst;specialization;194,0;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
399;497;2024-09-07;778,71;Excel for Professionals;2023-04-07;Supply Chain Analytics Certificate;advanced;103,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
399;497;2024-09-07;920,6;Python for Business Analytics;2023-04-07;Supply Chain Analytics Certificate;advanced;152,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
247;159;2029-04-07;99,26;Data Visualization with Power BI;2025-04-30;AI Productivity Certificate;completion;79,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
425;765;2028-08-07;50,9;Web Development Basics;2025-05-24;Cybersecurity Awareness Certificate;completion;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
466;370;2022-10-29;608,31;Python for Business Analytics;2021-05-20;Industrial IoT Certificate;advanced;92,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
142;328;2023-11-25;1400,0;Machine Learning Basics;2021-05-02;Machine Learning Foundations Certificate;advanced;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
321;457;2030-11-06;731,39;Leadership in Digital Teams;2022-08-12;Supply Chain Analytics Certificate;advanced;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
399;160;2025-11-06;1146,82;Excel for Professionals;2023-04-07;Operations Excellence Certificate;advanced;103,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
399;160;2025-11-06;483,49;Python for Business Analytics;2023-04-07;Operations Excellence Certificate;advanced;152,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
122;594;2025-06-01;250,0;R for Data Analysis;2024-01-27;Agile Practitioner Certificate;professional;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
183;784;2026-02-14;82,36;Leadership in Digital Teams;2026-01-15;Cloud Fundamentals Certificate;completion;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
348;573;2034-05-31;69,34;Cloud Computing Basics;2024-07-25;Database Foundations Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
473;410;2023-02-18;1025,74;Leadership in Digital Teams;2022-01-22;Industrial IoT Certificate;advanced;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
349;828;2029-12-30;1400,0;Customer Experience Analytics;2025-06-27;Machine Learning Foundations Certificate;advanced;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
323;240;2032-01-07;583,66;Agile and Scrum Fundamentals;2023-09-04;Operations Excellence Certificate;advanced;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
482;815;2026-01-07;288,83;Leadership in Digital Teams;2022-02-02;Statistics for Business Certificate;specialization;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
370;565;2034-11-20;120,0;Information Security Foundations;2025-09-20;Cybersecurity Awareness Certificate;completion;25,0;"Prepares students to understand core information security principles; requires no prior security certification."
474;157;2030-10-10;613,91;Industrial IoT Fundamentals;2024-06-12;Supply Chain Analytics Certificate;advanced;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
492;677;2025-01-06;733,44;Process Improvement Techniques;2024-02-16;Supply Chain Analytics Certificate;advanced;;"Prepares students to improve processes using structured methods; requires analytical thinking."
65;553;2024-10-24;39,06;Statistics for Decision Making;2023-03-28;Database Foundations Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
428;32;2025-05-26;120,0;Cloud Computing Basics;2024-05-05;Excel Professional Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
1;534;2025-07-07;265,81;Agile and Scrum Fundamentals;2023-12-23;Agile Practitioner Certificate;professional;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
448;832;2026-09-17;95,88;Agile and Scrum Fundamentals;2025-06-28;Excel Professional Certificate;completion;75,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
219;892;2027-03-02;45,68;Business Intelligence Foundations;2023-01-02;Excel Professional Certificate;completion;37,0;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
373;720;2029-01-18;623,02;Data Analysis Fundamentals;2024-11-05;Operations Excellence Certificate;advanced;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
350;463;2024-06-14;834,43;Python for Business Analytics;2023-11-14;Project Management Certificate;professional;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
370;44;2029-08-08;55,91;Information Security Foundations;2025-09-20;Cloud Fundamentals Certificate;completion;25,0;"Prepares students to understand core information security principles; requires no prior security certification."
475;89;2023-03-19;722,34;Data Analysis Fundamentals;2021-07-28;Financial Modeling Certificate;professional;91,0;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
172;473;2025-09-08;117,52;Operations Management;2021-10-02;Database Foundations Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
413;58;2023-04-29;616,84;Statistics for Decision Making;2021-06-17;Power BI Analyst Certificate;professional;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
246;209;2026-02-07;784,95;Web Development Basics;2024-04-21;Financial Modeling Certificate;professional;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
231;898;2030-02-06;591,47;Database Design Principles;2023-12-30;Power BI Analyst Certificate;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
403;360;2024-03-09;940,91;Digital Marketing Analytics;2023-05-13;Operations Excellence Certificate;advanced;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
9;164;2025-11-26;58,05;Python for Business Analytics;2025-06-27;Cloud Fundamentals Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
358;186;2025-03-11;450,0;Excel for Professionals;2024-01-15;Business Intelligence Specialist;specialization;133,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
206;777;2025-05-31;1167,23;R for Data Analysis;2025-04-04;Supply Chain Analytics Certificate;advanced;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
354;547;2031-06-03;342,11;Financial Modeling Essentials;2024-03-27;Digital Marketing Analyst;specialization;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
116;267;2027-10-21;373,19;Cybersecurity Awareness;2025-09-27;Digital Marketing Analyst;specialization;66,0;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
29;775;2028-08-24;224,85;Supply Chain Analytics;2023-10-14;Statistics for Business Certificate;specialization;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
411;215;2033-06-06;394,78;Digital Marketing Analytics;2023-10-06;Statistics for Business Certificate;specialization;128,0;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
40;588;2028-10-09;1400,0;Data Analysis Fundamentals;2024-02-09;Machine Learning Foundations Certificate;advanced;31,0;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
54;452;2032-02-15;44,72;Risk Management Essentials;2025-12-02;Excel Professional Certificate;completion;143,0;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
31;502;2033-11-06;344,48;Business Intelligence Foundations;2025-12-09;Business Analytics Certificate;specialization;157,0;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
292;508;2031-03-12;920,0;Statistics for Decision Making;2022-01-05;Machine Learning Foundations Certificate;advanced;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
228;102;2024-02-27;237,64;Machine Learning Basics;2022-12-30;Business Analytics Certificate;specialization;99,0;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
87;525;2025-01-25;49,45;Operations Management;2023-04-18;Cybersecurity Awareness Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
496;586;2024-06-06;411,85;SQL for Data Management;2023-08-17;Business Intelligence Specialist;specialization;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
273;94;2025-09-18;618,42;Information Security Foundations;2023-10-28;Agile Practitioner Certificate;professional;115,0;"Prepares students to understand core information security principles; requires no prior security certification."
21;819;2023-07-13;67,43;Cybersecurity Awareness;2023-04-21;AI Productivity Certificate;completion;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
109;230;2023-08-08;1088,14;SQL for Data Management;2021-09-10;Industrial IoT Certificate;advanced;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
462;764;2022-03-28;69,34;Financial Modeling Essentials;2021-09-05;Cloud Fundamentals Certificate;completion;10,0;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
462;764;2022-03-28;56,67;Risk Management Essentials;2021-09-05;Cloud Fundamentals Certificate;completion;173,0;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
391;326;2026-02-26;298,16;Digital Marketing Analytics;2023-09-28;Business Intelligence Specialist;specialization;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
214;337;2025-06-01;891,22;Customer Experience Analytics;2021-11-30;Supply Chain Analytics Certificate;advanced;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
115;505;2026-01-04;38,96;Supply Chain Analytics;2021-06-27;Cybersecurity Awareness Certificate;completion;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
14;450;2024-02-16;722,02;Industrial IoT Fundamentals;2021-06-02;Industrial IoT Certificate;advanced;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
481;150;2032-03-20;578,16;Agile and Scrum Fundamentals;2023-02-16;Industrial IoT Certificate;advanced;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
8;738;2032-12-20;322,59;Web Development Basics;2025-08-28;Power BI Analyst Certificate;professional;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
480;271;2030-11-08;335,69;AI Tools for Productivity;2024-08-24;HR Analytics Certificate;specialization;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
153;120;2030-01-19;712,18;Industrial IoT Fundamentals;2023-09-22;Operations Excellence Certificate;advanced;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
135;804;2027-07-11;104,38;Cloud Computing Basics;2022-10-04;Cloud Fundamentals Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
406;466;2024-12-27;150,28;Cybersecurity Awareness;2023-10-20;Business Intelligence Specialist;specialization;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
480;665;2030-12-20;65,32;Financial Modeling Essentials;2024-08-24;Cybersecurity Awareness Certificate;completion;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
467;988;2024-03-22;725,47;Financial Modeling Essentials;2022-06-15;Machine Learning Foundations Certificate;advanced;130,0;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
467;988;2024-03-22;518,07;Statistics for Decision Making;2022-06-15;Machine Learning Foundations Certificate;advanced;166,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
96;618;2031-02-15;576,02;Data Visualization with Power BI;2024-06-16;Power BI Analyst Certificate;professional;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
71;227;2024-04-01;169,15;Statistics for Decision Making;2024-02-12;Digital Marketing Analyst;specialization;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
275;219;2030-12-16;78,38;Digital Marketing Analytics;2023-12-18;AI Productivity Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
200;464;2035-01-06;93,3;Machine Learning Basics;2025-05-08;Cloud Fundamentals Certificate;completion;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
37;710;2030-03-11;988,35;Supply Chain Analytics;2024-07-20;Industrial IoT Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
255;787;2022-10-17;327,13;Project Management Essentials;2022-01-24;Digital Marketing Analyst;specialization;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
164;409;2025-06-15;824,93;Project Management Essentials;2022-10-12;Financial Modeling Certificate;professional;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
283;817;2024-08-23;891,61;Business Intelligence Foundations;2021-09-02;Supply Chain Analytics Certificate;advanced;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
228;637;2029-04-07;674,04;Machine Learning Basics;2022-12-30;Supply Chain Analytics Certificate;advanced;99,0;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
366;433;2022-11-20;58,58;Cloud Computing Basics;2021-04-25;Database Foundations Certificate;completion;155,0;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
34;176;2024-12-30;59,03;Data Governance Fundamentals;2023-11-09;Web Development Foundations Certificate;completion;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
221;628;2030-01-11;624,67;Financial Modeling Essentials;2025-07-31;Machine Learning Foundations Certificate;advanced;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
320;53;2030-11-10;95,4;Statistics for Decision Making;2024-02-19;Database Foundations Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
257;202;2028-01-18;342,72;Data Visualization with Power BI;2025-02-27;Business Analytics Certificate;specialization;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
292;495;2023-09-16;159,13;Industrial IoT Fundamentals;2022-01-05;Statistics for Business Certificate;specialization;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
71;651;2026-09-07;213,42;ERP Systems Introduction;2024-02-12;HR Analytics Certificate;specialization;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
29;208;2024-05-27;614,13;Supply Chain Analytics;2023-10-14;Machine Learning Foundations Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
370;370;2027-01-12;1005,73;Information Security Foundations;2025-09-20;Industrial IoT Certificate;advanced;25,0;"Prepares students to understand core information security principles; requires no prior security certification."
198;96;2021-11-16;105,67;Data Governance Fundamentals;2021-07-08;Web Development Foundations Certificate;completion;30,0;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
198;96;2021-11-16;84,81;Process Improvement Techniques;2021-07-08;Web Development Foundations Certificate;completion;178,0;"Prepares students to improve processes using structured methods; requires analytical thinking."
47;779;2026-01-05;56,72;Data Visualization with Power BI;2024-05-17;AI Productivity Certificate;completion;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
99;730;2034-09-20;804,93;Information Security Foundations;2025-01-22;Industrial IoT Certificate;advanced;;"Prepares students to understand core information security principles; requires no prior security certification."
458;825;2033-05-16;44,53;HR Analytics;2025-06-17;Cybersecurity Awareness Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
474;471;2029-02-09;179,8;Process Improvement Techniques;2024-06-12;HR Analytics Certificate;specialization;;"Prepares students to improve processes using structured methods; requires analytical thinking."
450;13;2032-07-09;97,49;Project Management Essentials;2026-01-26;Database Foundations Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
471;201;2022-12-01;900,0;Database Design Principles;2022-04-02;Data Professional;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
454;860;2028-03-01;700,8;Project Management Essentials;2023-03-24;Operations Excellence Certificate;advanced;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
197;180;2025-04-07;915,29;Supply Chain Analytics;2021-08-08;Operations Excellence Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
145;438;2024-07-26;739,93;Project Management Essentials;2021-10-27;Power BI Analyst Certificate;professional;94,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
430;16;2022-07-23;40,5;Statistics for Decision Making;2022-06-30;Web Development Foundations Certificate;completion;16,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
430;16;2022-07-23;50,23;Web Development Basics;2022-06-30;Web Development Foundations Certificate;completion;47,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
385;307;2036-01-29;450,0;Information Security Foundations;2026-02-06;Digital Marketing Analyst;specialization;;"Prepares students to understand core information security principles; requires no prior security certification."
145;564;2023-03-04;51,85;Project Management Essentials;2021-10-27;Cloud Fundamentals Certificate;completion;94,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
437;346;2023-03-10;251,1;ERP Systems Introduction;2022-08-28;Business Intelligence Specialist;specialization;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
94;229;2026-04-19;465,61;ERP Systems Introduction;2024-04-02;Financial Modeling Certificate;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
320;861;2026-11-14;286,06;Cloud Computing Basics;2024-02-19;Data Professional;professional;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
179;459;2033-12-25;74,63;Digital Marketing Analytics;2024-09-28;AI Productivity Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
213;110;2025-09-12;892,08;Web Development Basics;2024-05-31;Industrial IoT Certificate;advanced;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
296;845;2033-08-10;77,24;Financial Modeling Essentials;2025-02-01;Cybersecurity Awareness Certificate;completion;190,0;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
16;11;2033-05-16;276,69;Web Development Basics;2025-04-20;HR Analytics Certificate;specialization;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
219;616;2031-08-16;61,72;Business Intelligence Foundations;2023-01-02;Web Development Foundations Certificate;completion;37,0;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
442;951;2033-04-24;237,8;Excel for Professionals;2023-05-31;HR Analytics Certificate;specialization;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
319;996;2022-08-01;60,86;AI Tools for Productivity;2021-07-25;Web Development Foundations Certificate;completion;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
174;641;2030-05-19;406,8;Database Design Principles;2025-09-27;Data Professional;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
231;735;2025-08-11;212,86;HR Analytics;2023-12-30;Statistics for Business Certificate;specialization;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
190;528;2030-01-04;640,48;Digital Marketing Analytics;2023-02-15;Machine Learning Foundations Certificate;advanced;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
235;203;2030-01-27;702,79;Operations Management;2022-07-20;Project Management Certificate;professional;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
200;939;2027-11-27;80,7;Statistics for Decision Making;2025-05-08;AI Productivity Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
430;877;2025-12-02;908,59;Statistics for Decision Making;2022-06-30;Supply Chain Analytics Certificate;advanced;16,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
430;877;2025-12-02;1400,0;Web Development Basics;2022-06-30;Supply Chain Analytics Certificate;advanced;47,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
37;237;2028-08-08;650,93;Digital Marketing Analytics;2024-07-20;Supply Chain Analytics Certificate;advanced;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
369;766;2029-01-11;421,6;Cybersecurity Awareness;2024-12-18;Business Intelligence Specialist;specialization;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
3;163;2025-01-01;524,98;Project Management Essentials;2023-12-06;Project Management Certificate;professional;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
152;259;2032-12-29;76,6;Cloud Computing Basics;2024-02-24;AI Productivity Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
380;259;2025-05-20;91,7;Operations Management;2021-02-26;AI Productivity Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
238;801;2024-12-05;486,5;Machine Learning Basics;2022-10-30;Data Professional;professional;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
392;730;2023-12-13;621,76;Operations Management;2023-03-21;Industrial IoT Certificate;advanced;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
420;437;2032-07-27;658,7;Business Intelligence Foundations;2024-01-08;Supply Chain Analytics Certificate;advanced;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
69;188;2033-12-14;430,61;Leadership in Digital Teams;2025-10-28;Machine Learning Foundations Certificate;advanced;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
23;962;2029-02-25;352,44;Process Improvement Techniques;2022-05-27;Business Analytics Certificate;specialization;;"Prepares students to improve processes using structured methods; requires analytical thinking."
138;761;2025-04-07;705,09;R for Data Analysis;2024-10-25;Data Professional;professional;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
34;782;2025-05-23;450,0;SQL for Data Management;2023-11-09;Business Analytics Certificate;specialization;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
434;811;2030-05-03;329,55;R for Data Analysis;2024-01-18;HR Analytics Certificate;specialization;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
482;757;2022-02-05;1131,98;Database Design Principles;2022-02-02;Supply Chain Analytics Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
337;858;2026-12-31;558,82;Web Development Basics;2026-01-03;Power BI Analyst Certificate;professional;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
236;54;2025-09-07;676,6;Data Governance Fundamentals;2022-11-26;Agile Practitioner Certificate;professional;90,0;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
258;475;2025-01-09;417,32;Leadership in Digital Teams;2021-10-14;Statistics for Business Certificate;specialization;24,0;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
43;471;2034-02-16;303,69;Agile and Scrum Fundamentals;2025-07-20;HR Analytics Certificate;specialization;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
424;385;2023-09-17;60,41;Database Design Principles;2022-05-31;Cybersecurity Awareness Certificate;completion;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
387;934;2023-06-10;532,34;Cybersecurity Awareness;2021-04-13;Agile Practitioner Certificate;professional;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
248;879;2030-05-24;94,32;Web Development Basics;2025-11-11;AI Productivity Certificate;completion;137,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
206;807;2029-04-21;239,98;Industrial IoT Fundamentals;2025-04-04;Digital Marketing Analyst;specialization;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
383;839;2024-02-24;98,96;Cybersecurity Awareness;2021-06-04;AI Productivity Certificate;completion;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
377;943;2028-05-14;900,0;AI Tools for Productivity;2024-09-01;Project Management Certificate;professional;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
